proyecto,ruta,elemento,clasificacion,referencias,justificacion
perimetrales-view,test_jarvis_forwarder.py,[modulo] test_jarvis_forwarder,DUDOSO,0,NO alcanzable; es script/herramienta independiente (entrada propia)
perimetrales-view,test_selector_establecimiento.py,[modulo] test_selector_establecimiento,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
perimetrales-view,test_toggle_envio_jarvis.py,[modulo] test_toggle_envio_jarvis,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
perimetrales-view,src\workers\__init__.py,[modulo] workers,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
perimetrales-view,src\workers\capture_woker.py,[modulo] workers.capture_woker,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
perimetrales-view,src\workers\dvr_connect_worker.py,[modulo] workers.dvr_connect_worker,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
perimetrales-view,src\workers\rtsp_worker.py,[modulo] workers.rtsp_worker,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
perimetrales-view,generar_icono_persona.py,[funcion] main:19,DUDOSO,16,"modulo no alcanzable, pero el simbolo se cita en 16 modulo(s)"
perimetrales-view,test_alerta_con_nombre.py,[funcion] main:43,DUDOSO,16,"modulo no alcanzable, pero el simbolo se cita en 16 modulo(s)"
perimetrales-view,test_boton_dashboard.py,[funcion] main:32,DUDOSO,16,"modulo no alcanzable, pero el simbolo se cita en 16 modulo(s)"
perimetrales-view,test_capture_store.py,[funcion] main:35,DUDOSO,16,"modulo no alcanzable, pero el simbolo se cita en 16 modulo(s)"
perimetrales-view,test_flujo_captura_sidebar.py,[funcion] main:40,DUDOSO,16,"modulo no alcanzable, pero el simbolo se cita en 16 modulo(s)"
perimetrales-view,test_jarvis_conexion.py,[funcion] main:28,DUDOSO,16,"modulo no alcanzable, pero el simbolo se cita en 16 modulo(s)"
perimetrales-view,test_jarvis_forwarder.py,[funcion] main:44,DUDOSO,16,"modulo no alcanzable, pero el simbolo se cita en 16 modulo(s)"
perimetrales-view,test_selector_establecimiento.py,[funcion] main:31,DUDOSO,16,"modulo no alcanzable, pero el simbolo se cita en 16 modulo(s)"
perimetrales-view,test_toggle_envio_jarvis.py,[funcion] main:44,DUDOSO,16,"modulo no alcanzable, pero el simbolo se cita en 16 modulo(s)"
perimetrales-view,src\main.py,[funcion] load_stylesheet:80,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\main.py,[funcion] main:93,ACTIVO,16,"usado en 16 modulo(s): generar_icono_persona, test_alerta_con_nombre, test_boton_dashboard"
perimetrales-view,src\core\app_singleton.py,[clase] AppSingleton:11,ACTIVO,1,usado en 1 modulo(s): main
perimetrales-view,src\core\capture_exaple.py,[funcion] capture_window_by_hwnd:17,ACTIVO,3,"usado en 3 modulo(s): gui.components.box_image, gui.components.render_box.render_box, workers.capture_woker"
perimetrales-view,src\core\capture_exaple.py,[funcion] window_exists:101,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
perimetrales-view,src\core\capture_exaple.py,[funcion] get_title:111,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
perimetrales-view,src\core\capture_exaple.py,[funcion] pil_image_to_png_bytes:116,ACTIVO,3,"usado en 3 modulo(s): gui.components.box_image, gui.components.render_box.render_box, workers.capture_woker"
perimetrales-view,src\core\capture_store.py,[funcion] carpeta_capturas:37,ACTIVO,1,usado en 1 modulo(s): test_capture_store
perimetrales-view,src\core\capture_store.py,[funcion] clase_gruesa:52,ACTIVO,3,"usado en 3 modulo(s): test_flujo_captura_sidebar, gui.components.render_box.render_box, gui.components.sidebar.alerts_sidebar"
perimetrales-view,src\core\capture_store.py,[funcion] guardar_captura:61,ACTIVO,3,"usado en 3 modulo(s): test_capture_store, test_flujo_captura_sidebar, gui.components.render_box.render_box"
perimetrales-view,src\core\capture_store.py,[funcion] leer_meta:109,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\core\dashboard_url.py,[funcion] url_dashboard:24,ACTIVO,3,"usado en 3 modulo(s): test_alerta_con_nombre, test_boton_dashboard, gui.components.custom_status_bar"
perimetrales-view,src\core\windows_detector.py,[clase] WindowScannerThread:28,ACTIVO,1,usado en 1 modulo(s): core.window_global
perimetrales-view,src\core\window_controller.py,[funcion] list_windows:22,ACTIVO,2,"usado en 2 modulo(s): main, gui.components.sidebar.sidebar_dock"
perimetrales-view,src\core\window_controller.py,[funcion] activate_window:38,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\core\window_controller.py,[funcion] close_window:51,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\core\window_controller.py,[funcion] minimize_window:62,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\core\window_controller.py,[funcion] maximize_window:73,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\core\window_controller.py,[funcion] send_text_to_window:83,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\core\window_controller.py,[funcion] send_enter_to_window:92,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\core\window_controller.py,[funcion] send_text_and_enter:102,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\core\window_controller.py,[funcion] set_window_always_on_top:114,ACTIVO,2,"usado en 2 modulo(s): gui.components.box_image, gui.components.render_box.render_box"
perimetrales-view,src\core\window_controller.py,[funcion] lock_window_position:184,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\core\window_global.py,[clase] Windows_monitor:12,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\base.py,[clase] ChannelInfo:11,ACTIVO,7,"usado en 7 modulo(s): core.dvr.dahua_http, core.dvr.dahua_sdk, core.dvr.ezviz"
perimetrales-view,src\core\dvr\base.py,[clase] DeviceInfo:35,ACTIVO,10,"usado en 10 modulo(s): core.dvr.context, core.dvr.dahua_http, core.dvr.dahua_sdk"
perimetrales-view,src\core\dvr\base.py,[clase] DVRStrategy:62,ACTIVO,8,"usado en 8 modulo(s): core.dvr.context, core.dvr.dahua_http, core.dvr.dahua_sdk"
perimetrales-view,src\core\dvr\context.py,[clase] DVRContext:35,DUDOSO,3,"modulo no alcanzable, pero el simbolo se cita en 3 modulo(s)"
perimetrales-view,src\core\dvr\dahua_http.py,[clase] DahuaHTTPStrategy:21,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
perimetrales-view,src\core\dvr\dahua_sdk.py,[clase] NET_DEVICEINFO_Ex:25,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\dahua_sdk.py,[clase] DHDEV_CHANNEL_CFG:44,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\dahua_sdk.py,[clase] DahuaSDKStrategy:56,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
perimetrales-view,src\core\dvr\discovery.py,[clase] DispositivoRed:61,ACTIVO,1,usado en 1 modulo(s): gui.components.discovery_dialog
perimetrales-view,src\core\dvr\discovery.py,[funcion] ips_locales:122,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\discovery.py,[funcion] rango_de_ip:146,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\discovery.py,[funcion] sondear_sadp:179,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\discovery.py,[funcion] sondear_onvif:294,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\discovery.py,[funcion] barrer_rango:388,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\discovery.py,[funcion] descubrir:460,ACTIVO,1,usado en 1 modulo(s): gui.components.discovery_dialog
perimetrales-view,src\core\dvr\ezviz.py,[clase] EzvizStrategy:87,ACTIVO,1,usado en 1 modulo(s): core.dvr.context
perimetrales-view,src\core\dvr\hikconnect.py,[clase] HikConnectStrategy:39,ACTIVO,6,"usado en 6 modulo(s): get_and_test, get_url, core.dvr.context"
perimetrales-view,src\core\dvr\hikconnect_channel_encoder.py,[clase] HikConnectChannelEncoder:14,ACTIVO,1,usado en 1 modulo(s): gui.components.device_panel
perimetrales-view,src\core\dvr\hikconnect_channel_encoder.py,[clase] ChannelTypeDetector:107,ACTIVO,2,"usado en 2 modulo(s): gui.components.device_panel, gui.components.render_box.render_box"
perimetrales-view,src\core\dvr\hikvision_http.py,[clase] HikvisionHTTPStrategy:26,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
perimetrales-view,src\core\dvr\hikvision_sdk.py,[clase] NET_DVR_DEVICEINFO_V30:26,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\hikvision_sdk.py,[clase] NET_DVR_USER_LOGIN_INFO:61,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\hikvision_sdk.py,[clase] NET_DVR_DEVICECFG_V40:82,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\core\dvr\hikvision_sdk.py,[clase] HikvisionSDKStrategy:114,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
perimetrales-view,src\core\network\jarvis_alert_forwarder.py,[clase] JarvisAlertForwarder:42,ACTIVO,5,"usado en 5 modulo(s): test_alerta_con_nombre, test_flujo_captura_sidebar, test_jarvis_forwarder"
perimetrales-view,src\core\network\jarvis_api.py,[clase] Jarvis_api:8,ACTIVO,6,"usado en 6 modulo(s): test_jarvis_conexion, test_jarvis_forwarder, test_selector_establecimiento"
perimetrales-view,src\core\network\socket_client.py,[clase] Socket_services:8,ACTIVO,1,usado en 1 modulo(s): main
perimetrales-view,src\core\state_global\hwnd.py,[clase] HwndState:5,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\gui\windows_main.py,[clase] MainWindow:23,ACTIVO,1,usado en 1 modulo(s): main
perimetrales-view,src\gui\components\box_image.py,[clase] Box_cap:11,ACTIVO,1,usado en 1 modulo(s): gui.components.sidebar.sidebar_dock
perimetrales-view,src\gui\components\channel_row.py,[clase] ChannelRow:16,ACTIVO,1,usado en 1 modulo(s): gui.components.device_panel
perimetrales-view,src\gui\components\custom_status_bar.py,[clase] CustomStatusBar:27,ACTIVO,4,"usado en 4 modulo(s): test_boton_dashboard, test_selector_establecimiento, test_toggle_envio_jarvis"
perimetrales-view,src\gui\components\device_panel.py,[clase] DevicePanel:92,ACTIVO,1,usado en 1 modulo(s): gui.windows_main
perimetrales-view,src\gui\components\discovery_dialog.py,[clase] DiscoveryDialog:51,ACTIVO,1,usado en 1 modulo(s): gui.components.device_panel
perimetrales-view,src\gui\components\SplashScreen.py,[clase] SplashScreen:8,ACTIVO,1,usado en 1 modulo(s): main
perimetrales-view,src\gui\components\custon_btn\btn_footer.py,[clase] BtnIco:6,ACTIVO,3,"usado en 3 modulo(s): gui.windows_main, gui.components.custom_status_bar, gui.components.render_box.render_box"
perimetrales-view,src\gui\components\custon_label\interactive_imageLabel.py,[clase] Interactive_imageLabel:11,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
perimetrales-view,src\gui\components\render_box\render_box.py,[clase] Render_box:122,ACTIVO,2,"usado en 2 modulo(s): main, gui.windows_main"
perimetrales-view,src\gui\components\render_box\sv_overlay.py,[clase] SupervisionOverlay:33,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
perimetrales-view,src\gui\components\sidebar\alerts_sidebar.py,[clase] AlertItemWidget:146,ACTIVO,1,usado en 1 modulo(s): test_flujo_captura_sidebar
perimetrales-view,src\gui\components\sidebar\alerts_sidebar.py,[clase] AlertsSidebar:418,ACTIVO,3,"usado en 3 modulo(s): test_flujo_captura_sidebar, main, core.network.jarvis_alert_forwarder"
perimetrales-view,src\gui\components\sidebar\dvr_tree.py,[clase] ChannelItem:20,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\gui\components\sidebar\dvr_tree.py,[clase] DVRGroupItem:104,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
perimetrales-view,src\gui\components\sidebar\dvr_tree.py,[clase] DVRTree:164,ACTIVO,2,"usado en 2 modulo(s): gui.windows_main, gui.components.sidebar.sidebar_dock"
perimetrales-view,src\gui\components\sidebar\sidebar_dock.py,[clase] Sidebar_Dock:20,ACTIVO,2,"usado en 2 modulo(s): main, gui.windows_main"
perimetrales-view,src\gui\components\title_bar\window_bar.py,[clase] CustomTitleBar:16,ACTIVO,1,usado en 1 modulo(s): gui.windows_main
perimetrales-view,src\gui\styles\tema.py,[funcion] color_clase:68,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\gui\styles\tema.py,[funcion] color_evento:75,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
perimetrales-view,src\gui\styles\tema.py,[funcion] tarjeta:83,ACTIVO,5,"usado en 5 modulo(s): test_flujo_captura_sidebar, core.capture_store, core.network.jarvis_alert_forwarder"
perimetrales-view,src\gui\styles\tema.py,[funcion] boton:94,ACTIVO,4,"usado en 4 modulo(s): gui.components.custom_status_bar, gui.components.custon_label.interactive_imageLabel, gui.components.render_box.render_box"
perimetrales-view,src\model\settings_model.py,[clase] SettingsModel:9,ACTIVO,2,"usado en 2 modulo(s): main, model"
perimetrales-view,src\model\windows\list_windows.py,[funcion] open_windows_windows:10,ACTIVO,1,usado en 1 modulo(s): main
perimetrales-view,src\workers\capture_woker.py,[funcion] capture_window_by_hwnd:40,ACTIVO,3,"usado en 3 modulo(s): core.capture_exaple, gui.components.box_image, gui.components.render_box.render_box"
perimetrales-view,src\workers\capture_woker.py,[funcion] pil_image_to_png_bytes:101,ACTIVO,3,"usado en 3 modulo(s): core.capture_exaple, gui.components.box_image, gui.components.render_box.render_box"
perimetrales-view,src\workers\capture_woker.py,[funcion] ejecutar_worker:144,ACTIVO,1,usado en 1 modulo(s): main
perimetrales-view,src\workers\dvr_connect_worker.py,[clase] DVRConnectWorker:9,ACTIVO,1,usado en 1 modulo(s): gui.components.device_panel
perimetrales-view,src\workers\rtsp_worker.py,[clase] RTSPWorker:14,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
perimetrales-view,test\test.py,[funcion] main:5,DUDOSO,16,"modulo no alcanzable, pero el simbolo se cita en 16 modulo(s)"
windows_managers_view,src\__init__.py,[modulo] __init__,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
windows_managers_view,src\core\__init__.py,[modulo] core,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\core\api_client.py,[modulo] core.api_client,MUERTO,0,NO alcanzable y 0 modulos lo importan
windows_managers_view,src\core\app_singleton.py,[modulo] core.app_singleton,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\core\capture_exaple.py,[modulo] core.capture_exaple,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
windows_managers_view,src\core\dvr\__init__.py,[modulo] core.dvr,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
windows_managers_view,src\core\dvr\base.py,[modulo] core.dvr.base,ACTIVO,6,alcanzable desde main; 6 modulo(s) lo importan
windows_managers_view,src\core\dvr\context.py,[modulo] core.dvr.context,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
windows_managers_view,src\core\dvr\dahua_http.py,[modulo] core.dvr.dahua_http,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: core.dvr.context"
windows_managers_view,src\core\dvr\dahua_sdk.py,[modulo] core.dvr.dahua_sdk,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: core.dvr.context"
windows_managers_view,src\core\dvr\hikconnect.py,[modulo] core.dvr.hikconnect,ACTIVO,4,alcanzable desde main; 4 modulo(s) lo importan
windows_managers_view,src\core\dvr\hikconnect_channel_encoder.py,[modulo] core.dvr.hikconnect_channel_encoder,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
windows_managers_view,src\core\dvr\hikvision_http.py,[modulo] core.dvr.hikvision_http,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: core.dvr.context"
windows_managers_view,src\core\dvr\hikvision_sdk.py,[modulo] core.dvr.hikvision_sdk,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: core.dvr.context"
windows_managers_view,src\core\locking_windows.py,[modulo] core.locking_windows,MUERTO,0,NO alcanzable y 0 modulos lo importan
windows_managers_view,src\core\network\__init__.py,[modulo] core.network,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
windows_managers_view,src\core\network\api_client.py,[modulo] core.network.api_client,MUERTO,0,NO alcanzable y 0 modulos lo importan
windows_managers_view,src\core\network\jarvis_api.py,[modulo] core.network.jarvis_api,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\core\network\socket_client.py,[modulo] core.network.socket_client,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\core\run_controller.py,[modulo] core.run_controller,MUERTO,0,NO alcanzable y 0 modulos lo importan
windows_managers_view,src\core\state_global\__init__.py,[modulo] core.state_global,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
windows_managers_view,src\core\state_global\hwnd.py,[modulo] core.state_global.hwnd,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
windows_managers_view,src\core\window_capture.py,[modulo] core.window_capture,MUERTO,0,NO alcanzable y 0 modulos lo importan
windows_managers_view,src\core\window_controller.py,[modulo] core.window_controller,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
windows_managers_view,src\core\window_global.py,[modulo] core.window_global,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
windows_managers_view,src\core\windows_detector.py,[modulo] core.windows_detector,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,get_and_test.py,[modulo] get_and_test,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
windows_managers_view,get_url.py,[modulo] get_url,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
windows_managers_view,src\gui\__init__.py,[modulo] gui,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
windows_managers_view,src\gui\components\__init__.py,[modulo] gui.components,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
windows_managers_view,src\gui\components\SplashScreen.py,[modulo] gui.components.SplashScreen,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\gui\components\add_device_dialog.py,[modulo] gui.components.add_device_dialog,DUDOSO,1,"NO alcanzable, pero 1 modulo(s) lo importan: gui.components.device_list"
windows_managers_view,src\gui\components\box_image.py,[modulo] gui.components.box_image,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\gui\components\channel_row.py,[modulo] gui.components.channel_row,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\gui\components\custom_status_bar.py,[modulo] gui.components.custom_status_bar,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\gui\components\custon_btn\__init__.py,[modulo] gui.components.custon_btn,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
windows_managers_view,src\gui\components\custon_btn\btn_footer.py,[modulo] gui.components.custon_btn.btn_footer,ACTIVO,3,alcanzable desde main; 3 modulo(s) lo importan
windows_managers_view,src\gui\components\custon_label\interactive_imageLabel.py,[modulo] gui.components.custon_label.interactive_imageLabel,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\gui\components\device_list.py,[modulo] gui.components.device_list,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
windows_managers_view,src\gui\components\device_panel.py,[modulo] gui.components.device_panel,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\gui\components\modal_msm.py,[modulo] gui.components.modal_msm,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
windows_managers_view,src\gui\components\render_box\render_box.py,[modulo] gui.components.render_box.render_box,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
windows_managers_view,src\gui\components\render_box\sv_overlay.py,[modulo] gui.components.render_box.sv_overlay,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\gui\components\sidebar\alerts_sidebar.py,[modulo] gui.components.sidebar.alerts_sidebar,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\gui\components\sidebar\dvr_tree.py,[modulo] gui.components.sidebar.dvr_tree,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\gui\components\sidebar\sidebar_dock.py,[modulo] gui.components.sidebar.sidebar_dock,ACTIVO,2,alcanzable desde main; 2 modulo(s) lo importan
windows_managers_view,src\gui\components\title_bar\window_bar.py,[modulo] gui.components.title_bar.window_bar,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\gui\windows_main.py,[modulo] gui.windows_main,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\main.py,[modulo] main,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
windows_managers_view,src\model\__init__.py,[modulo] model,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
windows_managers_view,src\model\settings_model.py,[modulo] model.settings_model,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\model\windows\__init__.py,[modulo] model.windows,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
windows_managers_view,src\model\windows\list_windows.py,[modulo] model.windows.list_windows,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,test\test.py,[modulo] test.test,DUDOSO,0,NO alcanzable; es script/herramienta independiente (entrada propia)
windows_managers_view,src\utils\files\print_png.py,[modulo] utils.files.print_png,MUERTO,0,NO alcanzable y 0 modulos lo importan
windows_managers_view,src\workers\__init__.py,[modulo] workers,ACTIVO,0,alcanzable desde main; 0 modulo(s) lo importan
windows_managers_view,src\workers\capture_woker.py,[modulo] workers.capture_woker,DUDOSO,0,NO alcanzable; su nombre aparece en una cadena de texto (posible carga dinamica)
windows_managers_view,src\workers\dvr_connect_worker.py,[modulo] workers.dvr_connect_worker,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\workers\rtsp_worker.py,[modulo] workers.rtsp_worker,ACTIVO,1,alcanzable desde main; 1 modulo(s) lo importan
windows_managers_view,src\main.py,[funcion] load_stylesheet:47,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\main.py,[funcion] main:60,ACTIVO,3,"usado en 3 modulo(s): core.app_singleton, workers.capture_woker, test.test"
windows_managers_view,src\core\app_singleton.py,[clase] AppSingleton:11,ACTIVO,1,usado en 1 modulo(s): main
windows_managers_view,src\core\capture_exaple.py,[funcion] capture_window_by_hwnd:17,ACTIVO,4,"usado en 4 modulo(s): core.window_capture, gui.components.box_image, gui.components.render_box.render_box"
windows_managers_view,src\core\capture_exaple.py,[funcion] window_exists:101,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
windows_managers_view,src\core\capture_exaple.py,[funcion] get_title:111,ACTIVO,1,usado en 1 modulo(s): gui.components.render_box.render_box
windows_managers_view,src\core\capture_exaple.py,[funcion] pil_image_to_png_bytes:116,ACTIVO,3,"usado en 3 modulo(s): gui.components.box_image, gui.components.render_box.render_box, workers.capture_woker"
windows_managers_view,src\core\locking_windows.py,[clase] WindowLocker:8,MUERTO,0,modulo no alcanzable y 0 referencias externas
windows_managers_view,src\core\run_controller.py,[funcion] check_admin_privileges:6,MUERTO,0,modulo no alcanzable y 0 referencias externas
windows_managers_view,src\core\windows_detector.py,[clase] WindowScannerThread:28,ACTIVO,1,usado en 1 modulo(s): core.window_global
windows_managers_view,src\core\window_capture.py,[clase] WindowCapture:10,MUERTO,0,modulo no alcanzable y 0 referencias externas
windows_managers_view,src\core\window_controller.py,[funcion] list_windows:22,ACTIVO,2,"usado en 2 modulo(s): main, gui.components.sidebar.sidebar_dock"
windows_managers_view,src\core\window_controller.py,[funcion] activate_window:38,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
windows_managers_view,src\core\window_controller.py,[funcion] close_window:51,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
windows_managers_view,src\core\window_controller.py,[funcion] minimize_window:62,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
windows_managers_view,src\core\window_controller.py,[funcion] maximize_window:73,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
windows_managers_view,src\core\window_controller.py,[funcion] send_text_to_window:83,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
windows_managers_view,src\core\window_controller.py,[funcion] send_enter_to_window:92,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
windows_managers_view,src\core\window_controller.py,[funcion] send_text_and_enter:102,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
windows_managers_view,src\core\window_controller.py,[funcion] set_window_always_on_top:114,ACTIVO,3,"usado en 3 modulo(s): core.locking_windows, gui.components.box_image, gui.components.render_box.render_box"
windows_managers_view,src\core\window_controller.py,[funcion] lock_window_position:184,ACTIVO,1,usado en 1 modulo(s): core.locking_windows
windows_managers_view,src\core\window_global.py,[clase] Windows_monitor:12,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
windows_managers_view,src\core\dvr\base.py,[clase] ChannelInfo:11,ACTIVO,6,"usado en 6 modulo(s): core.dvr.dahua_http, core.dvr.dahua_sdk, core.dvr.hikconnect"
windows_managers_view,src\core\dvr\base.py,[clase] DeviceInfo:35,ACTIVO,9,"usado en 9 modulo(s): core.dvr.context, core.dvr.dahua_http, core.dvr.dahua_sdk"
windows_managers_view,src\core\dvr\base.py,[clase] DVRStrategy:62,ACTIVO,7,"usado en 7 modulo(s): core.dvr.context, core.dvr.dahua_http, core.dvr.dahua_sdk"
